"60";"61";"62";"63";"64";"65";"66";"67";"68";"69";"70"
"0";"0";"0";"1";"1";"1";"1";"0";"6";"AE";"AE"
"1";"4";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"2";"2";"2";"2";"2";"2";"2"
"BS";"BS";"0";"0";"0";"0";"0";"0";"1";"1";"1"
"BS";"BS";"BS";"BS";"BS";"BS";"1";"0";"0";"0";"0"
"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"1";"0";"0";"0";"0";"AE";"AE";"AE"
"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1"
"1";"0";"1";"1";"11";"1";"1";"1";"1";"1";"AE"
"BS";"BS";"BS";"BS";"BS";"0";"1";"1";"0";"1";"1"
"0";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1"
"7";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"0";"0";"0";"11";"0";"0";"0"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1";"1";"1"
"0";"0";"10";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"2";"2";"2";"2";"2";"2";"0";"2";"2"
"0";"0";"0";"0";"0";"0";"1";"1";"1";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"8";"8";"0";"7";"9";"9"
"1";"1";"1";"1";"0";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"1";"12";"0";"0";"0";"0";"0"
"0";"0";"0";"0";"0";"0";"0";"15";"13";"AE";"AE"
"BS";"BS";"BS";"BS";"0";"0";"0";"0";"0";"1";"0"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"0";"8";"0"
"0";"0";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"1";"0";"13";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"0";"14";"1";"0";"1";"1";"AE"
"0";"11";"11";"11";"14";"11";"14";"AE";"AE";"AE";"AE"
"BS";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0"
"1";"0";"1";"1";"1";"14";"1";"1";"1";"1";"AE"
"1";"1";"1";"1";"1";"1";"1";"AE";"AE";"AE";"AE"
"BS";"0";"0";"0";"0";"0";"0";"11";"0";"0";"0"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"0";"0";"1"
"BS";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1"
"BS";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"BS";"BS";"BS";"BS";"BS";"3";"7";"3";"0";"3";"0"
"BS";"BS";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"BS";"2";"8";"4";"4";"1";"1";"D";"D";"D";"D"
"BS";"BS";"BS";"1";"1";"1";"1";"1";"1";"1";"1"
"BS";"BS";"BS";"BS";"BS";"2";"0";"2";"2";"2";"2"
"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"14"
"BS";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"0";"0";"0";"0";"0";"7";"0";"0";"0";"AE";"AE"
"0";"0";"0";"0";"0";"0";"0";"0";"4";"AE";"AE"
"0";"0";"0";"0";"0";"6";"0";"1";"AE";"AE";"AE"
"2";"2";"1";"1";"1";"1";"1";"AE";"AE";"AE";"AE"
"BS";"1";"1";"1";"1";"1";"0";"15";"9";"8";"7"
"4";"1";"1";"1";"1";"1";"AE";"AE";"AE";"AE";"AE"
"BS";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1"
"0";"0";"1";"0";"0";"0";"0";"9";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"0";"0";"0";"0";"0";"0";"13"
"0";"0";"0";"0";"0";"0";"0";"1";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"1"
"0";"0";"0";"1";"1";"1";"1";"1";"D";"D";"D"
"BS";"0";"0";"11";"14";"11";"14";"12";"11";"11";"11"
"1";"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0"
"BS";"BS";"BS";"8";"2";"2";"2";"2";"2";"4";"1"
"2";"2";"2";"2";"2";"2";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"0";"0";"0";"0";"0";"0";"0";"4";"6"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1"
"0";"0";"10";"D";"D";"D";"D";"D";"D";"D";"D"
"BS";"BS";"BS";"2";"2";"0";"2";"2";"D";"D";"D"
"0";"0";"0";"0";"1";"1";"1";"1";"AE";"AE";"AE"
"BS";"BS";"BS";"0";"0";"0";"0";"0";"13";"5";"4"
"BS";"0";"0";"0";"0";"0";"0";"0";"0";"5";"1"
"0";"7";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1"
"BS";"BS";"BS";"0";"0";"1";"1";"1";"1";"1";"1"
"0";"0";"0";"0";"1";"1";"1";"1";"AE";"AE";"AE"
"BS";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"AE"
"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"5"
"2";"2";"2";"2";"2";"2";"2";"2";"2";"AE";"AE"
"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"1";"0";"3";"3";"7";"AE";"AE";"AE";"AE";"AE"
"4";"5";"5";"5";"5";"13";"12";"9";"AE";"AE";"AE"
"2";"2";"2";"2";"2";"9";"0";"8";"AE";"AE";"AE"
"0";"0";"0";"10";"D";"D";"D";"D";"D";"D";"D"
"BS";"BS";"BS";"BS";"0";"0";"0";"7";"0";"1";"1"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1";"1";"1";"1"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"3"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"2";"0";"0";"0"
"0";"12";"3";"0";"0";"0";"5";"9";"8";"7";"AE"
"1";"0";"0";"D";"D";"D";"D";"D";"D";"D";"D"
"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"AE"
"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"1";"1";"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"1";"0";"1";"0";"0";"0";"0";"3";"0";"9"
"BS";"BS";"BS";"1";"1";"1";"1";"1";"0";"1";"1"
"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"4";"0";"8";"2";"2";"2";"2";"2";"4";"10"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"1";"1";"0"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"1"
"8";"0";"5";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"AE"
"1";"0";"0";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"BS";"BS";"0";"7";"0";"0";"0";"0";"0";"0";"0"
"0";"2";"2";"2";"0";"0";"0";"0";"0";"0";"0"
"BS";"BS";"BS";"BS";"1";"1";"1";"1";"1";"1";"1"
"2";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"0";"7";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"12";"1";"1";"1";"AE";"AE";"AE";"AE"
"9";"0";"0";"0";"0";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"1";"1";"0";"4";"4";"6";"6";"6";"6"
"BS";"BS";"BS";"0";"0";"0";"0";"0";"14";"1";"1"
"0";"0";"0";"0";"0";"13";"12";"9";"8";"AE";"AE"
"2";"2";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"1";"0";"0";"2";"2";"2";"2";"AE";"AE";"AE"
"1";"1";"1";"1";"1";"1";"0";"1";"AE";"AE";"AE"
"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"D"
"1";"1";"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"2";"0";"0";"2";"0"
"BS";"BS";"BS";"BS";"1";"1";"1";"1";"1";"0";"D"
"0";"0";"0";"6";"6";"5";"5";"5";"AE";"AE";"AE"
"2";"2";"2";"0";"D";"D";"D";"D";"D";"D";"D"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1";"1";"1"
"0";"0";"1";"1";"0";"3";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"1";"1";"1";"1";"1";"1";"1"
"BS";"BS";"0";"0";"0";"2";"2";"0";"0";"2";"D"
"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"AE"
"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"0";"0";"1";"1";"1"
"0";"0";"0";"0";"0";"12";"0";"0";"0";"AE";"AE"
"BS";"BS";"1";"1";"0";"0";"0";"0";"0";"0";"0"
"0";"0";"0";"0";"0";"1";"1";"1";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"0";"0";"0";"0";"1"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"5"
"BS";"BS";"BS";"0";"1";"0";"0";"0";"0";"0";"0"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"0";"1"
"0";"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"8";"0";"4";"0";"0";"1";"1";"1";"1";"1";"1"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"1";"1";"1"
"0";"0";"0";"0";"0";"1";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"2";"2";"2";"2";"2"
"0";"1";"1";"1";"1";"1";"1";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1";"1";"1";"1"
"6";"6";"6";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"1";"1";"1";"1";"1";"AE";"AE"
"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"7";"0";"0";"0";"0";"0";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"0";"1";"1"
"9";"0";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0"
"0";"1";"1";"1";"11";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"0";"0";"5"
"0";"0";"7";"0";"0";"0";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"0";"4";"0";"0";"0";"1";"0"
"1";"1";"5";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"1";"1";"1";"1";"1";"1";"1";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"0";"0";"0";"0";"1";"1"
"0";"0";"0";"0";"0";"1";"1";"1";"1";"AE";"AE"
"0";"0";"0";"0";"1";"1";"1";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"0";"1";"0";"1";"0";"1"
"2";"2";"2";"2";"2";"9";"4";"1";"1";"AE";"AE"
"3";"3";"3";"3";"0";"0";"0";"0";"D";"D";"D"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1";"1";"1"
"BS";"BS";"BS";"BS";"BS";"BS";"2";"2";"2";"2";"2"
"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"1";"1";"0";"1";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"1";"1";"0";"0";"0";"2";"2";"2";"2"
"1";"1";"1";"1";"0";"0";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"1";"1";"1";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"3";"3";"3";"3";"3";"3";"3";"0";"0"
"0";"0";"3";"3";"3";"3";"3";"0";"0";"AE";"AE"
"BS";"0";"3";"3";"0";"0";"5";"5";"5";"5";"4"
"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"AE"
"BS";"BS";"BS";"BS";"BS";"1";"8";"0";"1";"9";"9"
"4";"4";"1";"1";"1";"1";"1";"0";"1";"AE";"AE"
"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"BS";"BS";"BS";"BS";"0";"0";"0";"1";"1";"1";"1"
"0";"0";"0";"0";"2";"2";"2";"2";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"0";"0";"0";"0";"13"
"BS";"BS";"BS";"BS";"BS";"BS";"1";"1";"1";"0";"0"
"1";"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"2";"2";"11";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"2";"0";"2";"2";"10";"0"
"1";"1";"1";"1";"1";"1";"AE";"AE";"AE";"AE";"AE"
"1";"1";"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"1";"1";"1";"AE";"AE";"AE";"AE";"AE"
"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"AE"
"BS";"BS";"0";"0";"0";"0";"0";"1";"0";"1";"1"
"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"AE"
"BS";"BS";"BS";"BS";"0";"0";"0";"0";"2";"0";"2"
"0";"0";"0";"0";"0";"0";"1";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1"
"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1"
"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"AE"
"4";"0";"0";"0";"0";"0";"0";"0";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"1";"0";"0";"0";"0";"0";"0"
"BS";"BS";"BS";"BS";"0";"0";"0";"0";"1";"1";"1"
"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0"
"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"0";"0";"0";"0";"1";"1";"D";"D";"D";"D";"D"
"3";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE"
"2";"2";"2";"2";"2";"2";"2";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"1"
"BS";"BS";"BS";"0";"0";"0";"0";"0";"14";"12";"0"
"BS";"BS";"BS";"2";"2";"0";"0";"0";"0";"0";"0"
"0";"0";"0";"0";"0";"12";"0";"0";"0";"AE";"AE"
"BS";"BS";"0";"0";"0";"0";"0";"11";"0";"0";"0"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"3";"3";"D"
"0";"0";"0";"0";"1";"AE";"AE";"AE";"AE";"AE";"AE"
"1";"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"1";"1";"1";"1";"1";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"0";"0";"0";"0";"0";"12";"D"
"0";"0";"0";"0";"13";"12";"15";"AE";"AE";"AE";"AE"
"1";"1";"0";"1";"1";"1";"1";"AE";"AE";"AE";"AE"
"0";"0";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"0";"0";"0";"0";"0";"0";"0";"0";"4"
"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1";"1";"1"
"1";"0";"2";"2";"2";"2";"0";"1";"1";"1";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"11";"8";"D";"D";"D"
"BS";"BS";"BS";"1";"1";"D";"D";"D";"D";"D";"D"
"BS";"BS";"BS";"BS";"0";"0";"0";"1";"1";"1";"1"
"BS";"BS";"BS";"BS";"1";"1";"1";"1";"1";"1";"1"
"0";"12";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"1";"9";"1";"1";"1";"D";"D";"D";"D";"D";"D"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"BS";"BS";"BS";"BS";"BS";"1";"1";"1";"1";"1";"1"
"BS";"BS";"1";"12";"3";"0";"0";"3";"0";"0";"3"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1";"1";"1";"1"
"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0"
"BS";"BS";"BS";"BS";"2";"D";"D";"D";"D";"D";"D"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1";"1";"0"
"0";"0";"0";"10";"0";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"13";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"0";"0";"0";"0";"0";"0";"1";"1";"1"
"0";"0";"0";"0";"0";"4";"8";"0";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"3";"3";"3"
"BS";"BS";"0";"3";"3";"3";"3";"0";"0";"0";"0"
"BS";"BS";"BS";"BS";"BS";"BS";"1";"1";"1";"1";"1"
"0";"0";"0";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE"
"1";"1";"1";"1";"1";"1";"AE";"AE";"AE";"AE";"AE"
"1";"1";"1";"1";"1";"1";"1";"1";"0";"AE";"AE"
"BS";"0";"0";"0";"0";"0";"7";"0";"3";"0";"0"
"0";"0";"8";"4";"0";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"5";"0";"AE";"AE";"AE";"AE";"AE";"AE"
"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"1";"0";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"0";"0";"2"
"1";"1";"0";"0";"D";"D";"D";"D";"D";"D";"D"
"0";"0";"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"1";"1";"0";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"0";"3";"D";"D";"D";"D";"D"
"1";"1";"1";"1";"1";"1";"1";"1";"1";"AE";"AE"
"BS";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1"
"1";"1";"1";"0";"1";"1";"AE";"AE";"AE";"AE";"AE"
"8";"2";"2";"2";"2";"4";"1";"1";"AE";"AE";"AE"
"0";"0";"0";"0";"0";"0";"0";"1";"AE";"AE";"AE"
"BS";"BS";"BS";"1";"0";"0";"D";"D";"D";"D";"D"
"0";"0";"1";"1";"0";"1";"1";"0";"14";"0";"D"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"0";"0";"2"
"2";"2";"2";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"4";"6";"6";"1";"1";"AE";"AE"
"BS";"BS";"0";"0";"0";"0";"4";"4";"0";"1";"1"
"BS";"BS";"0";"0";"0";"0";"0";"1";"1";"1";"1"
"1";"0";"1";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE"
"2";"2";"2";"AE";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"1";"0";"1";"1";"11";"1";"1";"1";"1";"0";"AE"
"BS";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"8";"2";"2";"2";"2";"2";"2";"2";"AE";"AE";"AE"
"0";"4";"1";"1";"AE";"AE";"AE";"AE";"AE";"AE";"AE"
"0";"0";"0";"0";"0";"0";"0";"1";"1";"AE";"AE"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"AE"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"3";"3";"3"
"BS";"BS";"BS";"BS";"BS";"BS";"BS";"BS";"1";"1";"1"
